image,domain,num_detections,mean_confidence,latency_sec
000111.png,sharp,7,0.8268946579524449,0.008651018142700195
000112.png,blurred,10,0.6823815912008285,0.010597944259643555
000112.png,deblurred,8,0.617235604673624,0.008913993835449219
000112.png,sharp,11,0.6358741034160961,0.008584737777709961
000113.png,blurred,12,0.6253396595517794,0.01208639144897461
000113.png,deblurred,8,0.5979699604213238,0.0085601806640625
000113.png,sharp,11,0.6546477756716989,0.008612871170043945
000114.png,blurred,11,0.6444954086433757,0.00995182991027832
000114.png,deblurred,8,0.5996952503919601,0.008762121200561523
000114.png,sharp,12,0.6372882202267647,0.008606433868408203
000115.png,blurred,9,0.7108620272742378,0.009979248046875
000115.png,deblurred,8,0.6392438486218452,0.008896112442016602
000115.png,sharp,11,0.6371155895970084,0.008657455444335938
000116.png,blurred,13,0.6062884743397052,0.009690284729003906
000116.png,deblurred,8,0.5962554477155209,0.00882863998413086
000116.png,sharp,13,0.644178603704159,0.008728265762329102
000117.png,blurred,11,0.6584104570475492,0.009944438934326172
000117.png,deblurred,9,0.6417429380946689,0.008704185485839844
000117.png,sharp,12,0.655307779709498,0.008557796478271484
000118.png,blurred,11,0.6645736369219694,0.010578155517578125
000118.png,deblurred,10,0.587925311923027,0.009446382522583008
000118.png,sharp,13,0.6184716201745547,0.00915074348449707
000119.png,blurred,14,0.6233519975628171,0.010419368743896484
000119.png,deblurred,12,0.4634677718083064,0.009066581726074219
000119.png,sharp,14,0.6251700265066964,0.008711576461791992
000120.png,blurred,14,0.6579356470278331,0.010154247283935547
000120.png,deblurred,11,0.5719603110443462,0.008823871612548828
000120.png,sharp,13,0.6683165889519912,0.008703947067260742
